lead_id,user_id,deal_id,lead_source,campaign_name,utm_medium,lead_cost,lead_status,created_at,converted_at,SDR,industry,year
851,c7976fa0-b1e9-4130-a5dc-7d3a59c4bba9,46c6dbf4-5918-4a64-8d96-e2f04f4c9fcd,Facebook Ads,Q1 Paid Search,organic,317.3057359900538,contacted,2024-02-13 17:48:36.623309,,Jake,Software Development,2024
852,3cc9df31-0fb1-4620-99e3-796bfc17178a,8ff2efe6-f0d8-4f73-921d-0e9fef3fe82a,Webinar,Spring Drip Campaign,organic,517.3747755387226,new,2022-11-13 17:48:36.623309,,Barbie,IT Consulting,2022
853,e02ec82d-50b3-4254-9f9b-8aa7da26cd41,8c5f5653-30f4-48e7-bded-76b5a9a38124,LinkedIn,Q1 Paid Search,paid_search,233.0151542154068,qualified,2024-01-24 17:48:36.623309,,Jake,IT Consulting,2024
854,b54d6c48-79bb-4810-8dbe-1cd195f4decc,,Organic,Summer Webinar,email,410.0105990141057,new,2023-05-22 17:48:36.623309,,Barbie,Data Analytics,2023
855,f4daaea1-3ffd-462d-be45-8da478691102,fd46c5f6-7a50-4e62-b279-6d839731535a,Webinar,Q2 Retargeting,referral,521.325338452179,contacted,2024-09-07 17:48:36.623309,,Barbie,Cybersecurity,2024
856,abcb0255-d2fb-4848-8d4e-4de49b538d06,1106aa2a-6aa4-46a5-8304-86448f968d74,LinkedIn,Spring Drip Campaign,social,216.41902025355304,new,2025-08-03 17:48:36.623309,,Barbie,Cloud Computing,2025
857,4cdef250-2e2f-4058-9761-0ef97382b792,8ff2efe6-f0d8-4f73-921d-0e9fef3fe82a,Webinar,Spring Drip Campaign,social,601.7474381297385,new,2024-06-08 17:48:36.623309,,Ken,Cybersecurity,2024
858,a3a24b0e-1d61-417e-8950-795b20114507,f3120de4-1d7e-4c56-afd7-5201b652f742,Google Ads,Holiday Promo,email,294.03912402402693,contacted,2023-06-07 17:48:36.623309,,Jake,Data Analytics,2023
859,407917c8-142c-460d-8044-3c4a368570dd,1dbeb07a-4e40-4f5f-8924-0d7b396b85c6,Organic,Product Launch,social,307.0485490596748,new,2024-01-18 17:48:36.623309,,Tori,Software Development,2024
860,d7e96491-54db-4733-ae0d-70d9406d8759,41f08985-1daa-4bab-be48-a3a773233b39,Referral,Holiday Promo,social,416.00814583540046,contacted,2024-05-15 17:48:36.623309,,Jake,Networking Solutions,2024
861,600286d2-fc0c-40ea-a638-6ef30e91d3a6,,Facebook Ads,Q2 Retargeting,organic,256.16149872304254,new,2025-09-18 17:48:36.623309,,Jake,Networking Solutions,2025
862,48ac5bff-04bd-4bfa-964f-e6dfbba54654,68ae4080-aa46-4f5f-ac66-6b1835017c3e,Referral,Q1 Paid Search,paid_search,353.1628175628659,converted,2025-06-11 17:48:36.623309,2025-07-02 19:33:31.623309,Midge,DevOps,2025
863,689d34af-c00e-4ab5-834e-780f049fa1ab,,Facebook Ads,Customer Referral,paid_search,294.88212324987006,converted,2025-05-29 17:48:36.623309,2025-06-25 10:12:36.623309,Ken,DevOps,2025
864,014e88f8-14b6-499b-879f-72b8eaf1297c,5e67c97f-e2c4-4994-a8ea-31f5907e9ec7,LinkedIn,Q1 Paid Search,email,269.6193610827256,contacted,2025-10-04 17:48:36.623309,,Barbie,Cloud Computing,2025
865,175e2168-8257-46b4-89bb-7d86d78f9c43,,Organic,SEO Blog,paid_search,275.30697269562523,contacted,2025-10-02 17:48:36.623309,,Midge,SaaS,2025
866,7874adec-19e6-4e96-a488-199746b89ae5,,Referral,Spring Drip Campaign,organic,377.3163082696468,qualified,2025-03-30 17:48:36.623309,,Barbie,Software Development,2025
867,3a584e86-6645-466e-97e4-61a407c56105,,Email,Product Launch,referral,292.6289312590744,new,2024-10-20 17:48:36.623309,,Ken,Data Analytics,2024
868,909f4c65-af7b-4090-a15b-40b956e3fbf3,80495947-837c-4884-b8a2-f78eecec834e,Organic,Holiday Promo,organic,241.961930071882,new,2024-04-24 17:48:36.623309,,Tori,IT Consulting,2024
869,f9bca5e5-290d-452b-9acc-97eff46176fd,5a39d5dd-f3b7-4454-94a0-27df2a49cb3d,Email,Q2 Retargeting,paid_search,316.55856436232136,qualified,2024-02-16 17:48:36.623309,,Ken,IT Consulting,2024
870,2915b914-7194-4514-9a16-3b8c469b2d0e,,Facebook Ads,SEO Blog,organic,391.0569757335084,new,2024-12-29 17:48:36.623309,,Jake,Networking Solutions,2024
871,e0b7ef55-f1c3-4895-afda-f06ef5c57f68,,Webinar,Spring Drip Campaign,email,486.97780834727024,new,2025-05-06 17:48:36.623309,,Barbie,Software Development,2025
872,df90c0ea-45e7-48f8-9ab4-86adb9cc84f9,da86e533-fbc9-4ca0-a3ff-374a9e1b2bf3,Email,Q2 Retargeting,referral,358.9109324688558,qualified,2023-11-21 17:48:36.623309,,Jake,Cybersecurity,2023
873,7b6a2d06-2f88-48f7-b53d-c949a077f1e1,,Facebook Ads,SEO Blog,referral,295.5819659450865,qualified,2024-10-03 17:48:36.623309,,Barbie,Cloud Computing,2024
874,1beaeb45-faf6-4778-b165-20d2f21579ee,b2ca95c3-cf35-4e22-b6b5-4d331238afdc,LinkedIn,Customer Referral,paid_search,331.88043829560445,new,2025-07-07 17:48:36.623309,,Tori,Cybersecurity,2025
875,2afd5d6c-1b66-4eb1-909b-3e12caf55d53,4137ce75-9ddf-429e-ba7d-aa91d9b5e639,Facebook Ads,Summer Webinar,referral,345.1914749240984,qualified,2024-08-12 17:48:36.623309,,Tori,AI & Machine Learning,2024
876,ef4fe911-06ea-46e1-a849-7da2743ccdb4,,Facebook Ads,Q1 Paid Search,email,237.6355800474656,converted,2024-10-04 17:48:36.623309,2024-10-25 21:11:39.623309,Tori,Managed IT Services,2024
877,b81a728a-fecf-4213-9b44-80ed6258f0c0,1ab04e1c-6056-4c22-9257-7b733222cf66,Referral,Q2 Retargeting,organic,508.0980496649862,qualified,2023-01-01 17:48:36.623309,,Barbie,AI & Machine Learning,2023
878,47f5fad1-6857-4a20-aeeb-66813c0968cb,,Google Ads,Spring Drip Campaign,email,293.99356537984926,qualified,2024-01-05 17:48:36.623309,,Jake,AI & Machine Learning,2024
879,2bbce38b-9bbb-4776-88bb-5c6402f3a9df,,LinkedIn,SEO Blog,referral,315.2967268477123,qualified,2023-11-07 17:48:36.623309,,Tori,Data Analytics,2023
880,7b470f26-8abe-4db9-bbe0-b8551628388f,,Email,Spring Drip Campaign,organic,182.63375231717544,contacted,2025-04-30 17:48:36.623309,,Barbie,Software Development,2025
881,091535ab-78db-400b-8be0-d37aeffcf580,f9efdb13-9f89-4428-a0a6-85778cdb12c5,Google Ads,Customer Referral,social,304.7783180833582,new,2023-05-28 17:48:36.623309,,Ken,IT Consulting,2023
882,ee589bdf-8353-4176-b23c-efcdb6b97b5b,,LinkedIn,SEO Blog,organic,247.4396980705888,new,2023-02-10 17:48:36.623309,,Ken,Cybersecurity,2023
883,e26ee203-7803-4faf-84cf-1dd0fc8bac23,,Facebook Ads,Spring Drip Campaign,organic,265.7927629613996,qualified,2023-09-23 17:48:36.623309,,Jake,Managed IT Services,2023
884,0e6a11e2-390f-4ccd-9b7c-0ca7eecc7d5a,6a56d6a6-bbe9-4b05-97c7-7cea43701c8b,Google Ads,Product Launch,referral,292.8775109232335,qualified,2023-08-14 17:48:36.623309,,Ken,Software Development,2023
885,88613647-67a3-42aa-b38a-b470db7d0719,,Email,Q2 Retargeting,paid_search,316.7895326310965,new,2023-11-16 17:48:36.623309,,Barbie,Data Analytics,2023
886,5189fce4-a2db-40be-9011-a67a8c2a4e1f,,LinkedIn,Summer Webinar,social,265.06654923205423,qualified,2025-04-23 17:48:36.623309,,Midge,AI & Machine Learning,2025
887,2d77549e-b5fd-4dd2-9e5e-11200c5c8994,,Facebook Ads,Summer Webinar,referral,363.1169216540493,new,2023-12-07 17:48:36.623309,,Tori,Data Analytics,2023
888,e72a3172-d8ea-4543-831d-642e8789e831,,LinkedIn,Q1 Paid Search,social,225.23468149679047,qualified,2025-05-05 17:48:36.623309,,Barbie,Software Development,2025
889,e9c058c4-978f-4173-9868-1eafd2f9759a,,Referral,SEO Blog,email,430.969403146523,new,2025-06-12 17:48:36.623309,,Barbie,Networking Solutions,2025
890,4ea0eba1-1f07-4df7-8725-6de67029ed93,,LinkedIn,Q2 Retargeting,referral,258.76340871977874,new,2024-04-20 17:48:36.623309,,Midge,IT Consulting,2024
891,bef1aae4-3e4c-4bb8-ba2b-b23e0f598c96,4c4277f7-29c3-4f0b-b235-c6909984748e,Email,Q2 Retargeting,referral,195.0403180693106,qualified,2025-06-05 17:48:36.623309,,Midge,Networking Solutions,2025
892,c182ac0d-d4f9-46ee-a762-8b2856cf7dd6,,Webinar,Spring Drip Campaign,organic,567.1472463300406,converted,2023-07-09 17:48:36.623309,2023-09-06 01:56:55.623309,Ken,DevOps,2023
893,d4e3a496-d24a-4dce-9061-72ff39411f0a,f72dd406-9395-47c8-b901-aac88e12cd49,Referral,Q1 Paid Search,referral,306.8548994494824,new,2023-12-11 17:48:36.623309,,Jake,Managed IT Services,2023
894,51ac2e3f-c108-4e6b-8a9b-46b3c5965ae5,bbdd1f79-5df7-4e31-9f36-457a083b56a1,Webinar,Product Launch,paid_search,626.4604469691599,new,2023-12-23 17:48:36.623309,,Barbie,Cloud Computing,2023
895,752c909e-5280-4915-b2e5-a3a8ccda524a,,Facebook Ads,Summer Webinar,paid_search,231.79314517478448,new,2025-05-08 17:48:36.623309,,Barbie,Data Analytics,2025
896,464da039-cb9b-431f-aa9e-332fb819b18e,,LinkedIn,Q1 Paid Search,referral,279.675112389384,contacted,2024-09-22 17:48:36.623309,,Jake,Networking Solutions,2024
897,e4f173dc-d2fb-4ed2-aba3-e12dd80b4bf8,b0060263-1508-4f85-b5e8-033839a500c1,Referral,Customer Referral,email,464.3042056209276,contacted,2025-09-08 17:48:36.623309,,Barbie,Software Development,2025
898,97fb93ee-23ce-43f5-a2b5-f7e10f062811,643d17ab-b295-47db-a4bb-1ee8bcfd7f1d,Google Ads,Holiday Promo,paid_search,372.96388127839657,converted,2024-05-06 17:48:36.623309,2024-06-05 21:23:10.623309,Ken,Networking Solutions,2024
899,6ec2a9e0-8baf-4a31-adec-f4f272c70874,e21a77a6-b320-43c7-ad8a-2d19efde2b69,Webinar,Q1 Paid Search,referral,627.2087083895226,contacted,2024-12-26 17:48:36.623309,,Ken,AI & Machine Learning,2024
900,1540aa7f-6def-4c4b-a724-f42fbb0ec683,,Email,Spring Drip Campaign,referral,292.7535604692581,qualified,2022-10-19 17:48:36.623309,,Jake,IT Consulting,2022
901,00bcfb41-3892-4349-9519-a5f31a8840bc,,Referral,Summer Webinar,email,436.47816668028895,contacted,2025-10-02 17:48:36.623309,,Jake,IT Consulting,2025
902,59e77890-3558-4617-ad11-28ef6ab84313,ee2ceb2a-28cc-4024-9a7b-8c2df28bdd1f,Email,Product Launch,referral,307.1899043183062,new,2024-08-11 17:48:36.623309,,Barbie,Cybersecurity,2024
903,39ff9c0a-ac2e-4deb-b159-02019479f264,,LinkedIn,Customer Referral,paid_search,188.1017225747272,qualified,2024-09-22 17:48:36.623309,,Tori,Networking Solutions,2024
904,13c65554-8cb2-4266-af91-058a623410fb,dec098f2-a772-4f5f-bc74-a07869ea6f82,LinkedIn,SEO Blog,email,215.09255645827025,new,2025-08-06 17:48:36.623309,,Jake,Data Analytics,2025
905,a0c8a634-32b9-4a1e-ac98-1879eeb5f5c7,,Referral,SEO Blog,social,395.6294498507593,new,2024-04-14 17:48:36.623309,,Midge,Networking Solutions,2024
906,e78a0b9b-3b84-4349-a7f0-a70f58b9768c,,Email,Holiday Promo,organic,301.6304226458608,qualified,2022-10-25 17:48:36.623309,,Midge,Managed IT Services,2022
907,84f27ec2-c443-4f7d-abc5-49c2057284e8,,Email,Summer Webinar,email,386.67002843544486,qualified,2024-08-31 17:48:36.623309,,Midge,Cloud Computing,2024
908,faeeedf8-c200-447d-bcbc-7e44ae2d599c,,Google Ads,Customer Referral,email,373.6733047333012,converted,2023-08-09 17:48:36.623309,2023-08-24 02:53:47.623309,Ken,Cybersecurity,2023
909,187ca0c9-ec2d-4cf3-b69b-c4f68b782cd2,bccb7090-db41-462c-9f87-4dffc266aaa0,Facebook Ads,Customer Referral,organic,364.6459990501779,qualified,2022-12-30 17:48:36.623309,,Midge,IT Consulting,2022
910,20968c93-d509-4491-9ebc-c63cd310e7e3,e663822a-c0f4-4989-b7ec-7d2d882e766a,Email,Q2 Retargeting,email,250.964843210706,qualified,2023-06-16 17:48:36.623309,,Ken,DevOps,2023
911,973d34b9-13e6-4ed4-aa99-c72a8fefa806,e5760d1a-b792-49b0-bfaf-4d43deb4c876,Organic,Spring Drip Campaign,email,370.103623172184,new,2023-02-19 17:48:36.623309,,Tori,Cloud Computing,2023
912,3e19dad7-7187-40b2-bab3-704f1f44f217,,Organic,Summer Webinar,referral,394.5953973462934,new,2023-01-30 17:48:36.623309,,Jake,IT Consulting,2023
913,0a206cad-1ea2-47fd-9923-c0ef6ceb17ba,abaf3d39-df06-4977-ac3c-53c9c8a8ed0e,LinkedIn,Summer Webinar,email,207.1989384779024,new,2022-12-20 17:48:36.623309,,Ken,Networking Solutions,2022
914,1bef87b2-8e4c-41ea-b6dd-f67e9f947913,588cb415-2705-42b3-b71e-604c25091cd3,LinkedIn,SEO Blog,organic,218.2380327874532,qualified,2023-02-09 17:48:36.623309,,Midge,AI & Machine Learning,2023
915,3db91988-3433-4e8a-b5cc-cd1765d1d83f,,Facebook Ads,Summer Webinar,social,414.6554210941681,contacted,2022-10-26 17:48:36.623309,,Jake,SaaS,2022
916,85b7f516-2cc0-4ced-b02e-d136d879998a,,Email,Customer Referral,email,269.17220951816967,contacted,2024-12-06 17:48:36.623309,,Ken,Cloud Computing,2024
917,ff9a1565-7f96-4325-a00a-477fe7b84132,8ec1ca90-6d64-4ea6-88fb-b34f135f698c,Google Ads,Spring Drip Campaign,organic,297.7818597801144,new,2024-09-08 17:48:36.623309,,Midge,IT Consulting,2024
918,da240940-236b-4117-bde3-907971e12af3,,Google Ads,Holiday Promo,email,346.99274863274667,contacted,2022-11-22 17:48:36.623309,,Jake,Networking Solutions,2022
919,3aeabb35-df23-4d55-90a3-3b752f8efa4e,,Facebook Ads,Summer Webinar,referral,437.82832556838,new,2023-01-08 17:48:36.623309,,Ken,Data Analytics,2023
920,d423a341-2c75-4976-851b-9f86d19c4df8,46afe41b-8a87-4ac4-b20f-5291462e3d1b,Facebook Ads,Summer Webinar,social,322.86705786153675,qualified,2023-05-30 17:48:36.623309,,Ken,DevOps,2023
921,56025ffd-917c-4bd6-ad52-2c5bd3271300,e6a628d3-4aa6-42b9-b5fb-adedb0e48b27,Google Ads,Product Launch,referral,332.6405066971603,contacted,2024-04-24 17:48:36.623309,,Tori,Data Analytics,2024
922,f3ca09c4-b30e-498e-9c02-0f4119e89bc7,1c7a06f0-49e4-458c-b2f3-e056c08cb5eb,Facebook Ads,Customer Referral,email,441.8212010474512,new,2024-02-02 17:48:36.623309,,Midge,SaaS,2024
923,da2e50d6-2b7c-4d79-9c4d-e3f7620d7ea7,5420ff2e-6d79-4306-a718-0e8f9c104678,Referral,Product Launch,social,436.5654109089314,contacted,2025-01-30 17:48:36.623309,,Tori,Cybersecurity,2025
924,b26a67d3-1bd7-4563-a83b-d8d4e6c320b6,,Email,Q1 Paid Search,email,253.0759109610281,contacted,2023-06-08 17:48:36.623309,,Barbie,Cloud Computing,2023
925,f8950b98-e58f-49cb-9049-c68092c951d1,b6e18b33-a291-47c3-8640-bc137d5bd14e,Google Ads,Product Launch,paid_search,432.7331143150693,qualified,2023-10-11 17:48:36.623309,,Barbie,Software Development,2023
926,db786195-d207-4b03-bdd7-3fe8404fa386,,Email,Holiday Promo,email,294.754808902921,qualified,2023-05-08 17:48:36.623309,,Ken,DevOps,2023
927,df78406f-a9bf-462b-a750-3778785c8ceb,,LinkedIn,Customer Referral,email,290.96899127063176,disqualified,2025-05-13 17:48:36.623309,,Barbie,Cloud Computing,2025
928,3cc9df31-0fb1-4620-99e3-796bfc17178a,,Referral,Q1 Paid Search,organic,353.7052185354624,new,2024-05-29 17:48:36.623309,,Ken,Data Analytics,2024
929,4d9093ac-0dd9-4f72-90cb-b25bb292b11f,c4e8a2f6-9b3d-4157-8e2a-5c7f9b4d6a8c,Google Ads,SEO Blog,organic,355.4527411684608,new,2023-11-16 17:48:36.623309,,Tori,AI & Machine Learning,2023
930,9768dcd6-423f-4ae8-8b49-bb983ca0a490,,Referral,Spring Drip Campaign,referral,304.1022425104569,contacted,2024-10-04 17:48:36.623309,,Midge,Networking Solutions,2024
931,4b82dd5e-5458-4ce8-8d0a-2b4425b621d7,82211c95-b424-436f-b36b-4fbff7dfc918,Referral,SEO Blog,social,309.771340084954,new,2024-06-01 17:48:36.623309,,Midge,Networking Solutions,2024
932,1a1bacc5-44db-4b37-bd25-28fab60dba94,b173c51e-de98-42ed-8553-13a78cb57a0f,Google Ads,SEO Blog,paid_search,260.8106381595396,contacted,2023-05-21 17:48:36.623309,,Barbie,Software Development,2023
933,7cbecb4b-9338-44f4-83e2-c691ec7367fa,d3fce693-03b4-4310-9cd8-1dfedf6974d4,Email,Customer Referral,referral,214.740934521812,new,2025-01-17 17:48:36.623309,,Jake,Cybersecurity,2025
934,56eb2b47-7b0e-4e71-b466-465d7ad71138,3522ac59-f0c1-469d-8aa3-a42bddc79205,Webinar,SEO Blog,email,566.9747403772707,new,2024-06-01 17:48:36.623309,,Ken,Cloud Computing,2024
935,f212fd08-6ea0-4cb7-9382-712b7b53fb67,7191cf99-23c5-4690-a886-2e2f3076428f,LinkedIn,Q1 Paid Search,email,313.8884536617886,new,2023-09-16 17:48:36.623309,,Ken,SaaS,2023
936,b2b0cc9e-b7b9-4662-97a7-81cb65b0e764,,Webinar,Customer Referral,paid_search,594.9178277044892,new,2024-08-15 17:48:36.623309,,Tori,Cloud Computing,2024
937,b9c32553-8dda-421b-ab40-2456af2f0b43,4f4b7090-eb89-4fd7-bd7a-279859c3b306,Referral,Holiday Promo,paid_search,453.9532711639813,new,2024-09-15 17:48:36.623309,,Barbie,Data Analytics,2024
938,f9ade4ec-cbc3-4b14-96dd-efb8ce6e5fbb,0d51ebb4-4efe-44ff-9610-fa1cc691e17b,Email,Summer Webinar,organic,313.3607044683527,qualified,2024-04-24 17:48:36.623309,,Jake,IT Consulting,2024
939,a56ae30e-9029-40b9-b7a5-a26f03f292db,c752286d-cf86-49bf-843e-32fc9b959ca4,Referral,Q1 Paid Search,social,374.1367737637848,qualified,2025-03-27 17:48:36.623309,,Ken,AI & Machine Learning,2025
940,f8f65923-1479-432b-9a5b-fbab886b7c36,b720daf8-0e84-4704-80bd-c472223334d5,Email,Q2 Retargeting,organic,247.69646635810213,contacted,2023-06-18 17:48:36.623309,,Tori,Data Analytics,2023
941,f689bba3-8ebe-4202-b712-eed87bdbe068,bd559042-e2f0-467f-9191-6b39b3436e33,Google Ads,Summer Webinar,referral,375.21392479672346,disqualified,2023-12-01 17:48:36.623309,,Midge,Managed IT Services,2023
942,427cc76a-586d-4895-80c3-d8390e244e06,862c1442-e168-4014-8528-f0c7797a1170,Facebook Ads,Q2 Retargeting,social,439.24484910420887,contacted,2023-02-17 17:48:36.623309,,Jake,Cloud Computing,2023
943,4b50aad0-2dac-44d6-9dd4-27fec3b09ce5,a39e9a6d-2a25-42ee-a0d4-cf6a1ff6cd37,Organic,Product Launch,organic,300.7480816042985,new,2025-09-25 17:48:36.623309,,Jake,Networking Solutions,2025
944,81b43291-91ab-4d5a-80d7-0236da42182e,,Google Ads,Holiday Promo,paid_search,366.5799409628884,converted,2025-05-01 17:48:36.623309,2025-06-12 19:20:55.623309,Barbie,Networking Solutions,2025
945,e52d1f85-6415-4106-a866-465152bb4299,,Facebook Ads,Holiday Promo,referral,290.1983795360744,qualified,2023-01-22 17:48:36.623309,,Jake,Data Analytics,2023
946,d4feb260-421d-4176-8de8-50126eeb8b03,,Email,Spring Drip Campaign,social,303.3714617450071,qualified,2025-01-29 17:48:36.623309,,Tori,Cybersecurity,2025
947,28f4d085-379c-4b70-8e7d-b41094cbe8a0,,Webinar,SEO Blog,referral,638.5732796764029,new,2025-02-02 17:48:36.623309,,Jake,Managed IT Services,2025
948,64d69f7f-6307-4e8a-bc8c-4638a066b868,9a325a35-21b6-49a8-bb34-ca975b509536,LinkedIn,Summer Webinar,organic,296.157148542002,contacted,2025-08-07 17:48:36.623309,,Tori,Software Development,2025
949,ffd7f8d4-5061-4c67-a343-54e58d0b3939,e23f536a-3ab3-4738-8691-ed9085d3b36d,Webinar,Customer Referral,email,610.8330676803486,new,2023-04-08 17:48:36.623309,,Ken,IT Consulting,2023
950,dbd4a4fc-7d27-47d0-9085-1d9603b73fd6,09020228-9ca9-4393-bfa5-09a50a90c3b9,Email,Q1 Paid Search,email,364.7902064922628,new,2024-07-19 17:48:36.623309,,Barbie,DevOps,2024
951,ceec221f-5ec8-4489-9708-b9b3acdf4945,d540fb26-894f-4c6e-9cc4-a42344ec2bb5,Facebook Ads,Summer Webinar,email,388.4907808301839,new,2024-08-27 17:48:36.623309,,Jake,DevOps,2024
952,f77a074f-2c20-4bf8-bae1-763d835e1462,4bf0bcd7-a210-4800-bcc6-f3facf361ffa,Google Ads,Spring Drip Campaign,organic,275.9321066685603,contacted,2025-09-18 17:48:36.623309,,Barbie,Managed IT Services,2025
953,aa31016d-068a-4706-8964-e44bd2ee788e,,Facebook Ads,Spring Drip Campaign,paid_search,418.8955461935339,new,2023-11-15 17:48:36.623309,,Barbie,SaaS,2023
954,505b0696-ed61-42c2-ac5c-d1856048f5c4,,Email,Product Launch,social,240.6081642966427,contacted,2025-05-10 17:48:36.623309,,Tori,IT Consulting,2025
955,ca9f8ffc-6ac9-4352-8cc0-ef034abe53e2,,Google Ads,SEO Blog,email,388.14593158357104,qualified,2025-01-14 17:48:36.623309,,Ken,IT Consulting,2025
956,ff6d73d0-f0a0-403a-b08d-9f5bc5871d05,,Facebook Ads,Customer Referral,social,298.5282686670712,contacted,2023-08-21 17:48:36.623309,,Barbie,AI & Machine Learning,2023
957,c8a28c37-7e58-44dc-9edb-1c805db787de,4ef77bb4-fbad-41f0-8798-b3349c94ed01,Organic,Spring Drip Campaign,email,244.55532609764376,qualified,2023-07-18 17:48:36.623309,,Jake,Software Development,2023
958,cdc2bfc8-8645-4b72-9bb2-613a9b338672,3fa9ff63-7f1a-4043-88e6-4b12391c4a2c,LinkedIn,Spring Drip Campaign,email,309.0266322766167,new,2024-03-30 17:48:36.623309,,Jake,DevOps,2024
959,31114d54-a024-474a-b340-6ca3dcdf3745,,Google Ads,Product Launch,social,343.6236948843226,contacted,2023-07-31 17:48:36.623309,,Barbie,Software Development,2023
960,ee570c06-33b2-4747-91f6-5fede4d8d353,,Referral,Q2 Retargeting,social,361.5759838319363,qualified,2025-02-28 17:48:36.623309,,Ken,Data Analytics,2025
961,dfe37043-591e-4ef2-9fe9-b216242806ed,,Facebook Ads,Holiday Promo,organic,289.65502235092134,contacted,2024-11-10 17:48:36.623309,,Tori,DevOps,2024
962,e76a1549-c2dc-47e1-bbab-eebb5ad06643,1ac08836-161d-4b4e-be69-2b3ae8c69d03,Referral,Q1 Paid Search,paid_search,359.809653937628,contacted,2024-02-18 17:48:36.623309,,Barbie,IT Consulting,2024
963,16bbffc2-c476-4793-bac8-b65b45429850,,Email,Q2 Retargeting,paid_search,334.6550743925173,contacted,2024-04-15 17:48:36.623309,,Midge,Cloud Computing,2024
964,ea866516-5e79-4d7a-8966-9be05d1649d2,,Referral,Summer Webinar,social,433.3605010332515,qualified,2024-06-03 17:48:36.623309,,Midge,DevOps,2024
965,973d34b9-13e6-4ed4-aa99-c72a8fefa806,,Email,SEO Blog,paid_search,341.4326206644935,qualified,2025-09-30 17:48:36.623309,,Midge,Networking Solutions,2025
966,f7b953d5-9848-43e1-a13d-5b95b41b9b99,c6ce3507-1b6c-4b81-846f-9c6bc8f99ffc,Email,Q2 Retargeting,email,227.8983885036618,contacted,2024-02-14 17:48:36.623309,,Barbie,AI & Machine Learning,2024
967,8c0ccd70-a451-4785-9d3c-1f79386f00de,,LinkedIn,Customer Referral,organic,369.4824082112625,new,2025-04-19 17:48:36.623309,,Jake,Networking Solutions,2025
968,1e952856-a673-4cce-89fc-272668d2bcbf,,Google Ads,Summer Webinar,paid_search,289.7701183364905,contacted,2023-04-24 17:48:36.623309,,Tori,Software Development,2023
969,9f90b3e7-aec7-41a6-964e-73dbc3a60251,,Referral,Product Launch,email,303.2649569673507,qualified,2023-05-03 17:48:36.623309,,Barbie,Networking Solutions,2023
970,0fbd3561-a0fc-407d-ac92-c50a5ef41776,460c7c5d-1f26-4254-afc0-8aea2a3ec1ca,Google Ads,Holiday Promo,organic,399.1953224896264,new,2023-03-27 17:48:36.623309,,Ken,Cloud Computing,2023
971,d19eeff4-9bec-4274-a049-d122a0b6dca2,,LinkedIn,Holiday Promo,referral,315.34846891202466,new,2025-04-20 17:48:36.623309,,Midge,Networking Solutions,2025
972,ab4d4e0f-3087-4a17-a88c-f04511aad872,74677f95-27d9-4119-9689-40c43e65e699,Referral,Customer Referral,paid_search,329.27280680734066,new,2024-11-25 17:48:36.623309,,Ken,Data Analytics,2024
973,34818bc1-8883-4417-b0d3-2dd2648dd049,22ca1100-a4b0-4b39-b79b-59e5de8d738f,Email,Holiday Promo,email,335.84534382586554,disqualified,2024-08-04 17:48:36.623309,,Ken,DevOps,2024
974,9bf28790-5149-4d8f-8469-07793693bf21,0458f9db-81b9-42d4-86b0-1fa67fc678e0,Google Ads,Product Launch,referral,327.14125632017755,qualified,2023-09-20 17:48:36.623309,,Ken,DevOps,2023
975,9dbba30a-bc9e-4484-922e-6ae088dfe1c9,,Referral,Customer Referral,social,449.2764637373424,new,2023-01-08 17:48:36.623309,,Barbie,SaaS,2023
976,6d99f09a-34ce-4098-8129-1026c6e77833,bfcb18c4-c4de-43ea-91b0-f248d880fd23,Google Ads,Summer Webinar,paid_search,301.9610457740092,new,2025-04-03 17:48:36.623309,,Ken,DevOps,2025
977,42e52033-115f-4143-a205-13baae8a5cad,,Facebook Ads,SEO Blog,email,468.5885513692023,qualified,2022-11-07 17:48:36.623309,,Midge,IT Consulting,2022
978,7583f673-0cb1-4d54-8c5c-7ebc2310f7ba,,LinkedIn,Summer Webinar,social,270.458838537951,contacted,2025-03-29 17:48:36.623309,,Tori,Managed IT Services,2025
979,d7386544-e3e8-44dc-ab7a-951e42e03dd1,,Webinar,Spring Drip Campaign,organic,657.2373110214597,qualified,2024-02-15 17:48:36.623309,,Tori,Software Development,2024
980,4507c0e7-0b75-4210-ab9f-17a2d140a606,,Facebook Ads,Customer Referral,social,268.37903702340725,new,2024-04-21 17:48:36.623309,,Ken,SaaS,2024
981,b411bbb9-7139-456e-abc6-07ab24ec16cf,474b4015-1711-4734-b9db-847e7a66fa9f,Organic,Summer Webinar,referral,271.59691951095726,contacted,2024-03-13 17:48:36.623309,,Barbie,SaaS,2024
982,ca593397-c37f-471c-9b19-c4bc8cfa3316,,Facebook Ads,Holiday Promo,email,315.9997137602444,qualified,2024-10-15 17:48:36.623309,,Ken,SaaS,2024
983,7eef84ef-9e42-429d-9469-e67d716d6dd6,fdb2523b-1d1c-46fe-b98b-fe0d989076a1,LinkedIn,Spring Drip Campaign,referral,390.949469353512,qualified,2022-11-05 17:48:36.623309,,Jake,Cloud Computing,2022
984,532960a5-4927-4c80-bf44-2f39073adf26,9699c646-9b8f-49d1-96a5-6ac59772c9a7,Webinar,Spring Drip Campaign,referral,582.8296486502355,disqualified,2023-01-04 17:48:36.623309,,Barbie,Cybersecurity,2023
