lead_id,user_id,continent,country_name,country_code,state_or_province_name,state_code,postal_code,latitude,longitude
712,259905e0-36de-4a2b-ac59-649a19774791,Oceania,Australia,AUS,Australian Capital Territory,ACT,2536,-33.8688,151.2093
713,2cdf98ca-9e41-4c4d-a840-3ef7de08c2f1,North America,United States,USA,Texas,TX,78861,40.7128,-74.006
714,29bff52c-9e5e-4294-b69c-379fe39503de,North America,United States,USA,New York,NY,13251,40.7128,-74.006
715,d95e2c58-59dc-449e-a5ff-3f12ac205ede,North America,United States,USA,Illinois,IL,67714,40.7128,-74.006
716,f872d0f1-1d68-404b-bbad-06d4e844cd3f,Asia,Japan,JPN,Osaka,27,5182055,34.6937,135.5023
717,04182ed5-daa1-48e2-8904-01ab451fa291,Asia,Japan,JPN,Kyoto,26,6598697,35.6762,139.6503
718,20968c93-d509-4491-9ebc-c63cd310e7e3,Oceania,Australia,AUS,Tasmania,TAS,7300,-33.8688,151.2093
719,78ed4f53-92a7-4033-8322-ddd744b4ad32,Oceania,Australia,AUS,Queensland,QLD,4123,-33.8688,151.2093
720,3d2b6593-7d0f-421d-9b3c-b3781e65fea4,Oceania,Australia,AUS,Tasmania,TAS,7045,-33.8688,151.2093
721,2915b914-7194-4514-9a16-3b8c469b2d0e,North America,United States,USA,Georgia,GA,33512,40.7128,-74.006
722,343f12cf-793e-49c3-b124-62d518a0588e,North America,United States,USA,North Carolina,NC,24936,40.7128,-74.006
723,85b7f516-2cc0-4ced-b02e-d136d879998a,North America,United States,USA,Massachusetts,MA,03429,40.7128,-74.006
724,cbe81dc5-75c9-4ca4-8588-d17f1bf330da,Asia,Japan,JPN,Aichi,23,4347646,35.6762,139.6503
725,6d12317b-206e-415a-8409-c328c2ed111c,Oceania,Australia,AUS,Western Australia,WA,6905,-33.8688,151.2093
726,b5b18da9-4e7f-4e7b-b984-a703797ed79c,North America,United States,USA,Illinois,IL,64119,40.7128,-74.006
727,732a489c-c3fa-4fd9-be77-91561bd6a6cf,North America,United States,USA,Massachusetts,MA,02543,40.7128,-74.006
728,e72a3172-d8ea-4543-831d-642e8789e831,Oceania,Australia,AUS,South Australia,SA,5362,-33.8688,151.2093
729,198d2c31-12af-4563-957e-52919497116d,North America,United States,USA,Colorado,CO,88257,40.7128,-74.006
730,df59adb8-de45-4142-ac1a-405a8ba88bc7,North America,United States,USA,Texas,TX,73709,40.7128,-74.006
731,421532b4-26ff-4df8-851a-90f1ed8de4df,Asia,Japan,JPN,Tokyo,13,1810583,35.6762,139.6503
732,fb54caaf-a0b1-4c8b-a2e0-3797092f2244,North America,United States,USA,California,CA,92029,37.7749,-122.4194
733,74e44bd7-5a54-46f7-93a2-083172a43ac8,North America,United States,USA,Washington,WA,98215,40.7128,-74.006
734,3169765b-2e26-452d-814d-24ee51f61164,North America,United States,USA,Massachusetts,MA,01370,40.7128,-74.006
735,cc69c6f4-ae1d-415e-b293-f3c9da3f6cbc,North America,United States,USA,Texas,TX,70914,40.7128,-74.006
736,0f3b5b40-bebb-41be-90a6-74fedd246ee2,North America,United States,USA,Florida,FL,34677,40.7128,-74.006
737,59ef2c72-973d-4e23-b990-4ec0998fc70d,Asia,Japan,JPN,Saitama,11,3961033,35.6762,139.6503
738,5d1551a1-e107-4002-904c-40a9d5d50db5,Asia,Japan,JPN,Saitama,11,3820327,35.6762,139.6503
739,d618ba70-999a-4a64-9cc2-46d163f1afe9,Oceania,Australia,AUS,Queensland,QLD,4856,-33.8688,151.2093
740,6b6ba0c0-12b3-46fd-87bb-173b49b3ac4c,North America,United States,USA,Massachusetts,MA,03657,40.7128,-74.006
741,3f9a2d78-0d0e-4d5a-b784-d6b5983aeacc,Oceania,Australia,AUS,Victoria,VIC,3535,-33.8688,151.2093
742,2900bc28-f091-46d7-8f95-fc1d216300a5,Asia,Japan,JPN,Saitama,11,3300320,35.6762,139.6503
743,b52004f1-266a-4a0f-8137-f61ae309071e,North America,United States,USA,New York,NY,16001,40.7128,-74.006
744,9824e00e-6cf6-4e4b-a427-589a6e5947b0,Asia,Japan,JPN,Hokkaido,01,0240271,35.6762,139.6503
745,7ce1da31-003e-4c53-bed5-64ce90e5355d,North America,United States,USA,California,CA,98932,37.7749,-122.4194
746,3dcf7bb1-4be3-45ff-a3b1-60ed838d7ecf,North America,United States,USA,Washington,WA,98886,40.7128,-74.006
747,fb69d805-8161-4e36-a249-8a90d3f8034e,Asia,Japan,JPN,Hokkaido,01,0223305,35.6762,139.6503
748,6432f814-caa5-4bc1-aa1c-1b169c8e41da,North America,United States,USA,New York,NY,14099,40.7128,-74.006
749,f6872f52-0c8a-44ea-b0f9-93379327ec0b,Asia,Japan,JPN,Hyogo,28,6010602,35.6762,139.6503
750,e711b69d-cb79-470c-b7fd-2008916a635d,North America,United States,USA,Florida,FL,34406,40.7128,-74.006
751,bc9f92a6-7b54-40f5-8d33-f389efdcb343,Asia,Japan,JPN,Hokkaido,01,0295305,35.6762,139.6503
752,7a0c51e7-ca35-44b0-8ff2-beaed2ebb602,North America,United States,USA,California,CA,99773,37.7749,-122.4194
753,243c450c-35af-45dd-a7f1-729fe151651b,North America,United States,USA,Ohio,OH,47941,40.7128,-74.006
754,2b376c4c-ccd3-4fe7-878e-8e4469f9f4e9,Asia,Japan,JPN,Hyogo,28,6217484,35.6762,139.6503
755,d27e3eb0-774f-4d75-8e5b-e6bf7f0f876e,Asia,Japan,JPN,Kanagawa,14,2030640,35.6762,139.6503
756,ef5a8bbc-0573-494e-b477-8f75383fa788,North America,United States,USA,Ohio,OH,49253,40.7128,-74.006
757,a6161af7-f545-4e21-85bb-cf85ec0735a4,North America,United States,USA,North Carolina,NC,20822,40.7128,-74.006
758,db33d472-e8e5-4380-9ec5-a7037452eeb8,Asia,Japan,JPN,Chiba,12,2106283,35.6762,139.6503
759,4372f930-e64e-44be-bc60-64711021a734,Asia,Japan,JPN,Hyogo,28,6576149,35.6762,139.6503
760,ec6640d1-deca-4b50-8618-d298c35b3ce0,Oceania,Australia,AUS,Northern Territory,NT,0965,-33.8688,151.2093
761,e57a69f3-2d14-44c3-8933-74011fa43676,Oceania,Australia,AUS,Queensland,QLD,4596,-33.8688,151.2093
762,06491358-0cd7-424b-9c02-f382ef8d72cf,Oceania,Australia,AUS,Western Australia,WA,6951,-33.8688,151.2093
763,a11ba6f8-9876-4033-ad8d-e6305918d53c,Oceania,Australia,AUS,Queensland,QLD,4880,-33.8688,151.2093
764,50939eaa-1796-4e2e-a0d8-42d1c672cdf3,North America,United States,USA,Washington,WA,98054,40.7128,-74.006
765,f92354a9-1844-4af6-864c-1ed4092e99ba,North America,United States,USA,Ohio,OH,42207,40.7128,-74.006
766,edf879fa-913f-42aa-bb4b-278b985fe17a,North America,United States,USA,Washington,WA,98864,40.7128,-74.006
767,4ef75f2e-78c2-4d98-9524-4b471ead2fcc,North America,United States,USA,New York,NY,19268,40.7128,-74.006
768,967d1a84-466b-44e1-90cd-2c9b488092df,Asia,Japan,JPN,Kanagawa,14,2920749,35.6762,139.6503
769,cfebd572-93fa-4598-888b-7a66c2f78da2,Asia,Japan,JPN,Hyogo,28,6480655,35.6762,139.6503
770,09a41138-d1f2-4a1a-a264-d31375a44077,North America,United States,USA,Illinois,IL,65145,40.7128,-74.006
771,8463aecd-ca5b-423b-bd16-e0792c7f5969,Asia,Japan,JPN,Aichi,23,4073302,35.6762,139.6503
772,ff432b29-b022-4ef7-8c0e-4f7d3c24ec38,North America,United States,USA,North Carolina,NC,27732,40.7128,-74.006
773,7a0431cd-aead-4880-a009-31151f574029,Asia,Japan,JPN,Kanagawa,14,2009770,35.6762,139.6503
774,5c32a5a3-ae15-4d1c-83f2-59f527a74a70,Asia,Japan,JPN,Chiba,12,2124202,35.6762,139.6503
775,ed90e34f-2ab2-42f2-8c33-87ed11183b81,North America,United States,USA,New York,NY,13260,40.7128,-74.006
776,e711b69d-cb79-470c-b7fd-2008916a635d,Oceania,Australia,AUS,Tasmania,TAS,7094,-33.8688,151.2093
777,2b0a4d2b-97f8-4fee-8972-d46d01dc366a,Asia,Japan,JPN,Saitama,11,3168544,35.6762,139.6503
778,a1c36f78-d442-4d80-aa1d-357be5c67739,Asia,Japan,JPN,Kyoto,26,6045389,35.6762,139.6503
779,f84d25c1-2585-4f2f-8310-0cd235035474,North America,United States,USA,Texas,TX,78196,40.7128,-74.006
780,5d1fd5a6-bfc0-47b8-95cc-83b98e42dde6,Asia,Japan,JPN,Hokkaido,01,0967481,35.6762,139.6503
781,cd22d9ef-91a1-4af7-9c92-bec92421efee,Asia,Japan,JPN,Hyogo,28,6982904,35.6762,139.6503
782,d7e70d10-9636-45ea-9727-a4131c7d4141,Asia,Japan,JPN,Hokkaido,01,0313776,35.6762,139.6503
783,bf46a627-b59e-4204-8c7e-6aac7fd8da49,Oceania,Australia,AUS,Northern Territory,NT,0823,-33.8688,151.2093
784,3f7ea737-c035-4c86-98e2-cebd23f2e613,Oceania,Australia,AUS,Australian Capital Territory,ACT,2988,-33.8688,151.2093
785,ceb179b8-b75e-401a-b6cb-2f28ee175bcf,North America,United States,USA,Pennsylvania,PA,10122,40.7128,-74.006
786,74f7808a-3a6e-490a-8fb2-6b72c3e74caf,Oceania,Australia,AUS,New South Wales,NSW,2859,-33.8688,151.2093
787,a25e3506-1438-490a-b4a2-b0fb95b01f6b,Asia,Japan,JPN,Osaka,27,5289682,34.6937,135.5023
788,60caec30-b93c-438a-a0ba-7dc108edb75e,Asia,Japan,JPN,Hyogo,28,6727930,35.6762,139.6503
789,135bb15b-781b-4079-86af-44760ada9483,North America,United States,USA,Massachusetts,MA,05256,40.7128,-74.006
790,f2a7c34c-ddd2-49db-b25c-58b348685001,Asia,Japan,JPN,Saitama,11,3684964,35.6762,139.6503
791,b57ff433-3826-4e5f-8950-655f469649f8,Asia,Japan,JPN,Kyoto,26,6206727,35.6762,139.6503
792,90d59e79-0a96-4f15-ab3b-cf02263da8b4,North America,United States,USA,North Carolina,NC,26841,40.7128,-74.006
793,394d0592-493b-4119-b36c-59b4fe48fa61,North America,United States,USA,Massachusetts,MA,06945,40.7128,-74.006
794,28f4d085-379c-4b70-8e7d-b41094cbe8a0,North America,United States,USA,Washington,WA,98575,40.7128,-74.006
795,e667ad2d-5caa-438a-8f7b-5a1f0c38303b,North America,United States,USA,Illinois,IL,63473,40.7128,-74.006
796,2ec1b1bf-0f4f-4430-83c9-75aae550af8a,North America,United States,USA,Georgia,GA,38458,40.7128,-74.006
797,df606beb-a97c-426f-981d-854fa8ba0da7,Oceania,Australia,AUS,Western Australia,WA,6409,-33.8688,151.2093
798,65988a9d-2894-47c9-b42d-2f4dc679a794,Asia,Japan,JPN,Saitama,11,3634404,35.6762,139.6503
799,5bea1e47-8e59-40e8-a68d-0f44e60bdc5a,North America,United States,USA,Massachusetts,MA,04373,40.7128,-74.006
800,dc152476-5706-4f34-b8c3-b5869efda1d1,North America,United States,USA,Illinois,IL,61952,40.7128,-74.006
801,8a3fbbfd-66d8-4c5a-8504-6faeb151d64a,Asia,Japan,JPN,Saitama,11,3132991,35.6762,139.6503
802,81c4cdf3-a498-43eb-9802-db022ce511ce,North America,United States,USA,North Carolina,NC,22269,40.7128,-74.006
803,de7ae2ed-af9d-4ba9-a522-2789410b809d,North America,United States,USA,Georgia,GA,30724,40.7128,-74.006
804,29501ba4-cc8f-431c-a8de-14040b0f7d8d,Oceania,Australia,AUS,South Australia,SA,5982,-33.8688,151.2093
805,d39623cb-1438-4f17-88a7-7e2ce8af3d65,Asia,Japan,JPN,Hyogo,28,6319305,35.6762,139.6503
806,9ae4e35a-730f-4bee-960a-bb88691d8290,Asia,Japan,JPN,Kyoto,26,6119759,35.6762,139.6503
807,ed06b93a-f867-438d-83d7-3836b345f53a,North America,United States,USA,Illinois,IL,65661,40.7128,-74.006
808,2fb21250-9314-4e55-8b98-18b5b57a35a0,Asia,Japan,JPN,Osaka,27,5117460,34.6937,135.5023
809,e871b182-1552-4291-95d3-4aab9a8f4132,Asia,Japan,JPN,Aichi,23,4390094,35.6762,139.6503
810,471a7a33-e6a4-46b2-9705-81cbc6c5afad,North America,United States,USA,Massachusetts,MA,02522,40.7128,-74.006
811,e711b69d-cb79-470c-b7fd-2008916a635d,Oceania,Australia,AUS,South Australia,SA,5198,-33.8688,151.2093
812,ac6dc0cd-562e-4e23-8e50-5074f6bf1a68,North America,United States,USA,California,CA,91494,37.7749,-122.4194
813,94d6f66d-de1e-4639-8479-b702e614e3fe,Asia,Japan,JPN,Aichi,23,4840973,35.6762,139.6503
814,55a72674-92f7-4741-811d-83fc5f767c06,Oceania,Australia,AUS,Western Australia,WA,6974,-33.8688,151.2093
815,561a9cf5-5340-4078-8a48-14823bd08a68,North America,United States,USA,Pennsylvania,PA,13938,40.7128,-74.006
816,15aef130-2c20-4ea5-852a-e92d67336208,Oceania,Australia,AUS,Western Australia,WA,6190,-33.8688,151.2093
817,e3359e7a-bdd4-4589-9c9d-f13c7ce99ff8,North America,United States,USA,Pennsylvania,PA,10096,40.7128,-74.006
818,0c189726-dcdd-42f9-9059-74035fbe5071,North America,United States,USA,Massachusetts,MA,04436,40.7128,-74.006
819,d29f4721-ad0f-4cbe-a481-5271c30ce8d6,North America,United States,USA,Georgia,GA,35564,40.7128,-74.006
820,d2e46dac-b007-41d7-a19b-2ea5ba3cd9d7,North America,United States,USA,Ohio,OH,49405,40.7128,-74.006
821,4ea0eba1-1f07-4df7-8725-6de67029ed93,North America,United States,USA,Colorado,CO,80008,40.7128,-74.006
822,27d383fc-b461-4d6f-bba4-b8b4c230130c,North America,United States,USA,Washington,WA,98153,40.7128,-74.006
823,f8c66622-7295-451b-bac9-c60dc54123f4,North America,United States,USA,California,CA,97861,37.7749,-122.4194
824,da1a357a-e024-423a-b4dd-1b043434c8d1,Asia,Japan,JPN,Hokkaido,01,0703495,35.6762,139.6503
825,03a25439-c624-4a26-918b-bc3fb2c0aa94,Asia,Japan,JPN,Aichi,23,4358038,35.6762,139.6503
826,db1b0abe-3491-43aa-8eae-f4c1ba47a91b,Oceania,Australia,AUS,Queensland,QLD,4255,-33.8688,151.2093
827,2d50e69a-0ff1-495f-909b-8e158f13d51b,North America,United States,USA,Illinois,IL,62026,40.7128,-74.006
828,1cbc9344-e7bd-477e-b46c-f0fb6a04ce83,North America,United States,USA,Washington,WA,98480,40.7128,-74.006
829,69c9c17e-f603-4b47-8e57-6a1400e45389,Asia,Japan,JPN,Tokyo,13,1089601,35.6762,139.6503
830,9e4c7b1d-6a2f-4958-b3e7-2c5f8a4d7b9e,North America,United States,USA,Washington,WA,98692,40.7128,-74.006
831,baa16871-1741-4fa7-a561-46f337e2e094,North America,United States,USA,Illinois,IL,65166,40.7128,-74.006
832,6ac3bc69-3f2c-439a-9571-74f104c052e4,Asia,Japan,JPN,Saitama,11,3520659,35.6762,139.6503
833,00a91399-a517-4031-ab3d-44ae0c0c3793,North America,United States,USA,New York,NY,18022,40.7128,-74.006
834,2a9af9ef-f684-47b0-b82a-efadca7df1b8,Oceania,Australia,AUS,Australian Capital Territory,ACT,2818,-33.8688,151.2093
835,d4337497-a98c-40bc-9315-dae5021b04e5,Oceania,Australia,AUS,Australian Capital Territory,ACT,2794,-33.8688,151.2093
836,d702f128-7af0-421c-87cf-4e3bd705eb1f,Asia,Japan,JPN,Osaka,27,5448596,34.6937,135.5023
837,1ff88203-cefa-41c4-8dcb-73454122618b,North America,United States,USA,Florida,FL,39613,40.7128,-74.006
838,85b7f516-2cc0-4ced-b02e-d136d879998a,Asia,Japan,JPN,Saitama,11,3471687,35.6762,139.6503
839,b3480c7f-8fe4-4674-bc24-7338ea7947bf,North America,United States,USA,Georgia,GA,30189,40.7128,-74.006
840,37763654-b4c9-45c9-a9d1-43c1aa9a6b4b,Asia,Japan,JPN,Aichi,23,4597254,35.6762,139.6503
841,7203c928-f038-4d32-8427-f94eed95a050,North America,United States,USA,New York,NY,18987,40.7128,-74.006
842,f90830df-3381-4900-930e-e278a26221e1,North America,United States,USA,Pennsylvania,PA,17268,40.7128,-74.006
843,16cb78cc-b59e-4a3c-beed-548b4e1888c0,North America,United States,USA,Texas,TX,78906,40.7128,-74.006
844,32ea2594-05d5-444a-a41e-83c810db02d4,Oceania,Australia,AUS,Queensland,QLD,4901,-33.8688,151.2093
845,e4d061cd-0b03-4ad2-b2cb-77fefdaa56c4,Asia,Japan,JPN,Kanagawa,14,2810030,35.6762,139.6503
846,ccb848c8-40df-4037-b434-04ff6fad8321,Oceania,Australia,AUS,Victoria,VIC,3892,-33.8688,151.2093
847,94600a16-45c0-486d-860e-f5834323f7da,Asia,Japan,JPN,Hokkaido,01,0452965,35.6762,139.6503
848,01c61c9b-96ed-4530-af9a-1ebf97beba1d,North America,United States,USA,New York,NY,16792,40.7128,-74.006
849,0a5c1108-bd48-425c-b32b-01b714b2c71e,Asia,Japan,JPN,Osaka,27,5498032,34.6937,135.5023
850,ca812f0f-98aa-4b52-b704-658f1bc3e71a,Asia,Japan,JPN,Aichi,23,4306107,35.6762,139.6503
851,c7976fa0-b1e9-4130-a5dc-7d3a59c4bba9,North America,United States,USA,Massachusetts,MA,03320,40.7128,-74.006
852,3cc9df31-0fb1-4620-99e3-796bfc17178a,Oceania,Australia,AUS,Queensland,QLD,4199,-33.8688,151.2093
853,e02ec82d-50b3-4254-9f9b-8aa7da26cd41,North America,United States,USA,California,CA,90053,37.7749,-122.4194
854,b54d6c48-79bb-4810-8dbe-1cd195f4decc,Oceania,Australia,AUS,Western Australia,WA,6323,-33.8688,151.2093
855,f4daaea1-3ffd-462d-be45-8da478691102,Oceania,Australia,AUS,New South Wales,NSW,2689,-33.8688,151.2093
856,abcb0255-d2fb-4848-8d4e-4de49b538d06,Oceania,Australia,AUS,Northern Territory,NT,0697,-33.8688,151.2093
857,4cdef250-2e2f-4058-9761-0ef97382b792,Asia,Japan,JPN,Osaka,27,5211788,34.6937,135.5023
858,a3a24b0e-1d61-417e-8950-795b20114507,North America,United States,USA,Colorado,CO,84812,40.7128,-74.006
859,407917c8-142c-460d-8044-3c4a368570dd,North America,United States,USA,Colorado,CO,84373,40.7128,-74.006
860,d7e96491-54db-4733-ae0d-70d9406d8759,North America,United States,USA,Georgia,GA,36990,40.7128,-74.006
861,600286d2-fc0c-40ea-a638-6ef30e91d3a6,North America,United States,USA,Florida,FL,36263,40.7128,-74.006
862,48ac5bff-04bd-4bfa-964f-e6dfbba54654,Asia,Japan,JPN,Hyogo,28,6175037,35.6762,139.6503
863,689d34af-c00e-4ab5-834e-780f049fa1ab,Asia,Japan,JPN,Kyoto,26,6957150,35.6762,139.6503
864,014e88f8-14b6-499b-879f-72b8eaf1297c,Oceania,Australia,AUS,Tasmania,TAS,7840,-33.8688,151.2093
865,175e2168-8257-46b4-89bb-7d86d78f9c43,Asia,Japan,JPN,Kyoto,26,6950977,35.6762,139.6503
866,7874adec-19e6-4e96-a488-199746b89ae5,Oceania,Australia,AUS,Tasmania,TAS,7092,-33.8688,151.2093
867,3a584e86-6645-466e-97e4-61a407c56105,Asia,Japan,JPN,Kanagawa,14,2979352,35.6762,139.6503
868,909f4c65-af7b-4090-a15b-40b956e3fbf3,North America,United States,USA,Illinois,IL,65578,40.7128,-74.006
869,f9bca5e5-290d-452b-9acc-97eff46176fd,Asia,Japan,JPN,Tokyo,13,1251033,35.6762,139.6503
870,2915b914-7194-4514-9a16-3b8c469b2d0e,North America,United States,USA,Colorado,CO,86323,40.7128,-74.006
871,e0b7ef55-f1c3-4895-afda-f06ef5c57f68,Oceania,Australia,AUS,Western Australia,WA,6775,-33.8688,151.2093
872,df90c0ea-45e7-48f8-9ab4-86adb9cc84f9,North America,United States,USA,Illinois,IL,60140,40.7128,-74.006
873,7b6a2d06-2f88-48f7-b53d-c949a077f1e1,Oceania,Australia,AUS,Victoria,VIC,3816,-33.8688,151.2093
874,1beaeb45-faf6-4778-b165-20d2f21579ee,North America,United States,USA,Texas,TX,70054,40.7128,-74.006
875,2afd5d6c-1b66-4eb1-909b-3e12caf55d53,North America,United States,USA,Florida,FL,32848,40.7128,-74.006
876,ef4fe911-06ea-46e1-a849-7da2743ccdb4,North America,United States,USA,Massachusetts,MA,01195,40.7128,-74.006
877,b81a728a-fecf-4213-9b44-80ed6258f0c0,Oceania,Australia,AUS,Queensland,QLD,4109,-33.8688,151.2093
878,47f5fad1-6857-4a20-aeeb-66813c0968cb,North America,United States,USA,Washington,WA,98664,40.7128,-74.006
879,2bbce38b-9bbb-4776-88bb-5c6402f3a9df,North America,United States,USA,Pennsylvania,PA,18733,40.7128,-74.006
880,7b470f26-8abe-4db9-bbe0-b8551628388f,Oceania,Australia,AUS,Queensland,QLD,4872,-33.8688,151.2093
881,091535ab-78db-400b-8be0-d37aeffcf580,Asia,Japan,JPN,Hokkaido,01,0290533,35.6762,139.6503
882,ee589bdf-8353-4176-b23c-efcdb6b97b5b,Asia,Japan,JPN,Tokyo,13,1592437,35.6762,139.6503
883,e26ee203-7803-4faf-84cf-1dd0fc8bac23,North America,United States,USA,Washington,WA,98239,40.7128,-74.006
884,0e6a11e2-390f-4ccd-9b7c-0ca7eecc7d5a,Asia,Japan,JPN,Saitama,11,3656731,35.6762,139.6503
885,88613647-67a3-42aa-b38a-b470db7d0719,Oceania,Australia,AUS,Western Australia,WA,6634,-33.8688,151.2093
886,5189fce4-a2db-40be-9011-a67a8c2a4e1f,Asia,Japan,JPN,Fukuoka,40,8162900,35.6762,139.6503
887,2d77549e-b5fd-4dd2-9e5e-11200c5c8994,North America,United States,USA,New York,NY,12245,40.7128,-74.006
888,e72a3172-d8ea-4543-831d-642e8789e831,Oceania,Australia,AUS,Western Australia,WA,6413,-33.8688,151.2093
889,e9c058c4-978f-4173-9868-1eafd2f9759a,Oceania,Australia,AUS,Victoria,VIC,3523,-33.8688,151.2093
890,4ea0eba1-1f07-4df7-8725-6de67029ed93,Asia,Japan,JPN,Hokkaido,01,0255245,35.6762,139.6503
891,bef1aae4-3e4c-4bb8-ba2b-b23e0f598c96,Asia,Japan,JPN,Aichi,23,4893736,35.6762,139.6503
892,c182ac0d-d4f9-46ee-a762-8b2856cf7dd6,Asia,Japan,JPN,Fukuoka,40,8032944,35.6762,139.6503
893,d4e3a496-d24a-4dce-9061-72ff39411f0a,North America,United States,USA,New York,NY,12763,40.7128,-74.006
894,51ac2e3f-c108-4e6b-8a9b-46b3c5965ae5,Oceania,Australia,AUS,Queensland,QLD,4446,-33.8688,151.2093
895,752c909e-5280-4915-b2e5-a3a8ccda524a,Oceania,Australia,AUS,Tasmania,TAS,7080,-33.8688,151.2093
896,464da039-cb9b-431f-aa9e-332fb819b18e,North America,United States,USA,Florida,FL,34071,40.7128,-74.006
897,e4f173dc-d2fb-4ed2-aba3-e12dd80b4bf8,Oceania,Australia,AUS,South Australia,SA,5566,-33.8688,151.2093
898,97fb93ee-23ce-43f5-a2b5-f7e10f062811,Asia,Japan,JPN,Hyogo,28,6232805,35.6762,139.6503
899,6ec2a9e0-8baf-4a31-adec-f4f272c70874,Asia,Japan,JPN,Saitama,11,3864958,35.6762,139.6503
900,1540aa7f-6def-4c4b-a724-f42fbb0ec683,North America,United States,USA,Florida,FL,38441,40.7128,-74.006
901,00bcfb41-3892-4349-9519-a5f31a8840bc,North America,United States,USA,Massachusetts,MA,03933,40.7128,-74.006
902,59e77890-3558-4617-ad11-28ef6ab84313,Oceania,Australia,AUS,Northern Territory,NT,0561,-33.8688,151.2093
903,39ff9c0a-ac2e-4deb-b159-02019479f264,North America,United States,USA,Texas,TX,76904,40.7128,-74.006
904,13c65554-8cb2-4266-af91-058a623410fb,North America,United States,USA,Florida,FL,33229,40.7128,-74.006
905,a0c8a634-32b9-4a1e-ac98-1879eeb5f5c7,Asia,Japan,JPN,Osaka,27,5333042,34.6937,135.5023
906,e78a0b9b-3b84-4349-a7f0-a70f58b9768c,Asia,Japan,JPN,Osaka,27,5895114,34.6937,135.5023
907,84f27ec2-c443-4f7d-abc5-49c2057284e8,Asia,Japan,JPN,Kanagawa,14,2746022,35.6762,139.6503
908,faeeedf8-c200-447d-bcbc-7e44ae2d599c,Asia,Japan,JPN,Kyoto,26,6129084,35.6762,139.6503
909,187ca0c9-ec2d-4cf3-b69b-c4f68b782cd2,Asia,Japan,JPN,Hyogo,28,6934339,35.6762,139.6503
910,20968c93-d509-4491-9ebc-c63cd310e7e3,Asia,Japan,JPN,Hokkaido,01,0352590,35.6762,139.6503
911,973d34b9-13e6-4ed4-aa99-c72a8fefa806,North America,United States,USA,Illinois,IL,64688,40.7128,-74.006
912,3e19dad7-7187-40b2-bab3-704f1f44f217,North America,United States,USA,California,CA,94499,37.7749,-122.4194
913,0a206cad-1ea2-47fd-9923-c0ef6ceb17ba,Asia,Japan,JPN,Hokkaido,01,0661613,35.6762,139.6503
914,1bef87b2-8e4c-41ea-b6dd-f67e9f947913,Asia,Japan,JPN,Tokyo,13,1055401,35.6762,139.6503
915,3db91988-3433-4e8a-b5cc-cd1765d1d83f,North America,United States,USA,Ohio,OH,47272,40.7128,-74.006
916,85b7f516-2cc0-4ced-b02e-d136d879998a,Asia,Japan,JPN,Tokyo,13,1999202,35.6762,139.6503
917,ff9a1565-7f96-4325-a00a-477fe7b84132,Asia,Japan,JPN,Kanagawa,14,2824853,35.6762,139.6503
918,da240940-236b-4117-bde3-907971e12af3,North America,United States,USA,Ohio,OH,41841,40.7128,-74.006
919,3aeabb35-df23-4d55-90a3-3b752f8efa4e,Asia,Japan,JPN,Saitama,11,3465039,35.6762,139.6503
920,d423a341-2c75-4976-851b-9f86d19c4df8,Asia,Japan,JPN,Chiba,12,2170771,35.6762,139.6503
921,56025ffd-917c-4bd6-ad52-2c5bd3271300,North America,United States,USA,New York,NY,14220,40.7128,-74.006
922,f3ca09c4-b30e-498e-9c02-0f4119e89bc7,Asia,Japan,JPN,Tokyo,13,1929929,35.6762,139.6503
923,da2e50d6-2b7c-4d79-9c4d-e3f7620d7ea7,North America,United States,USA,California,CA,92485,37.7749,-122.4194
924,b26a67d3-1bd7-4563-a83b-d8d4e6c320b6,Oceania,Australia,AUS,Queensland,QLD,4023,-33.8688,151.2093
925,f8950b98-e58f-49cb-9049-c68092c951d1,Oceania,Australia,AUS,Victoria,VIC,3000,-33.8688,151.2093
926,db786195-d207-4b03-bdd7-3fe8404fa386,Asia,Japan,JPN,Kyoto,26,6103392,35.6762,139.6503
927,df78406f-a9bf-462b-a750-3778785c8ceb,Oceania,Australia,AUS,Victoria,VIC,3290,-33.8688,151.2093
928,3cc9df31-0fb1-4620-99e3-796bfc17178a,Asia,Japan,JPN,Hokkaido,01,0337414,35.6762,139.6503
929,4d9093ac-0dd9-4f72-90cb-b25bb292b11f,North America,United States,USA,Illinois,IL,65739,40.7128,-74.006
930,9768dcd6-423f-4ae8-8b49-bb983ca0a490,Asia,Japan,JPN,Aichi,23,4358754,35.6762,139.6503
931,4b82dd5e-5458-4ce8-8d0a-2b4425b621d7,Asia,Japan,JPN,Kyoto,26,6784263,35.6762,139.6503
932,1a1bacc5-44db-4b37-bd25-28fab60dba94,Oceania,Australia,AUS,Western Australia,WA,6158,-33.8688,151.2093
933,7cbecb4b-9338-44f4-83e2-c691ec7367fa,North America,United States,USA,Washington,WA,98762,40.7128,-74.006
934,56eb2b47-7b0e-4e71-b466-465d7ad71138,Asia,Japan,JPN,Saitama,11,3804782,35.6762,139.6503
935,f212fd08-6ea0-4cb7-9382-712b7b53fb67,Asia,Japan,JPN,Tokyo,13,1311911,35.6762,139.6503
936,b2b0cc9e-b7b9-4662-97a7-81cb65b0e764,North America,United States,USA,Florida,FL,39405,40.7128,-74.006
937,b9c32553-8dda-421b-ab40-2456af2f0b43,Oceania,Australia,AUS,Queensland,QLD,4339,-33.8688,151.2093
